stop_name,lat,lon,Zip_Codes
1728 Enfield/Hartford,30.28462,-97.761717,78703
2600 Enfield/Norwalk,30.29028,-97.771413,78703
Enfield/Hopi,30.292410999999998,-97.775684,78703
6594 1st/William Cannon,30.197445000000002,-97.7875,78745
6403 S 1st/Eberhart,30.200331,-97.785673,78745
6001 S 1st/Flournoy,30.203634,-97.783793,78745
5803 South 1st/Flournoy,30.205408000000002,-97.782945,78745
5201 S 1st/Ramble,30.211572999999998,-97.779025,78745
5001 S 1st/Emerald Wood,30.213276,-97.77801099999999,78745
4901 S 1st/Heartwood,30.214438,-97.776945,78745
4617 S 1st/Orland,30.216798999999998,-97.77545400000001,78745
4401 S 1st/St Elmo,30.220937,-97.772909,78745
4217 S 1st/Radam,30.223688,-97.771174,78745
3811 S 1st/Krebs,30.227804,-97.76856,78704
3715 1st/South Center,30.229626,-97.76746899999999,78704
3505 S 1st/Alpine,30.231309000000003,-97.766349,78704
3205 S 1st/South Park,30.232951,-97.765303,78704
3001 S 1st/Powell,30.235094,-97.763975,78704
2701 S 1st/Cumberland,30.238061,-97.762106,78704
2529 S 1st/Herndon,30.239949,-97.760859,78704
2401 S 1st/Oltorf,30.24193,-97.759656,78704
2201 S 1st/Live Oak,30.244369,-97.757657,78704
1801 S 1st/Annie,30.247241,-97.755836,78704
1001 S 1st/Copeland,30.253611,-97.75294,78704
615 South 1st/Copeland,30.256192,-97.751284,78704
505 S 1st/Barton Springs,30.258136999999998,-97.750069,78704
Dean Keeton/Dancy,30.285195,-97.722898,78722
2219 Manor/Chestnut,30.284353999999997,-97.71826899999999,78722
2515 Manor/Stafford,30.284779999999998,-97.715568,78722
2709 Manor/Walnut,30.285090999999998,-97.71356999999999,78722
2803 Manor/Merrie Lynn,30.28535,-97.71191800000001,78722
Manor/Alexander,30.285646999999997,-97.709889,78722
2963 Manor/Rountree,30.286087,-97.70702,78722
Morris Williams Golf Course,30.290077,-97.694633,78723
4601 Manor/Lovell,30.292793,-97.689207,78723
5005 Manor/Manor Circle,30.297047999999997,-97.687528,78723
5029 Manor/51st,30.297974,-97.68704699999999,78723
Manor/Pecan Springs,30.301198,-97.684791,78723
5503 Manor/Pecan Springs,30.302505,-97.683408,78723
5711 Manor/Rogge,30.305088,-97.68083,78723
5819 Manor/Sweeney,30.306309999999996,-97.680068,78723
6211 Manor/Walnut Hills,30.307940999999996,-97.675228,78723
6303 Manor/Reicher,30.308003999999997,-97.67264499999999,78723
6311 Manor/Northeast,30.308382,-97.671054,78723
6699 Manor/Loyola,30.30992,-97.66719,78723
7033 Manor/Susquehanna,30.312849,-97.665031,78723
4601 Pecan Brook/Manor,30.318321,-97.660799,78724
5109 Pecan Brook/Chisos Pass,30.315551,-97.657848,78724
5513 Pecan Brook/Tumbleweed,30.313182,-97.653153,78724
5721 Pecan Brook/Crystalbrook,30.31198,-97.65061999999999,78724
7008 Crystalbrook/Purple Sage,30.308000000000003,-97.652679,78724
7109 Crystalbrook/Purple Sage,30.308573,-97.652374,78724
5600 Pecan Brook/Tumbleweed,30.313091999999997,-97.65260500000001,78724
5300 Pecan Brook/Uray,30.314638000000002,-97.655825,78724
5110 Pecan Brook/Chisos Pass,30.315559999999998,-97.65762,78724
4600 Pecan Brook/Manor,30.318264000000003,-97.66035699999999,78724
7000 Manor/Susquehanna,30.313865000000003,-97.664697,78723
6650 Manor/Loyola,30.310003000000002,-97.66748199999999,78723
6400 Manor/Northeast,30.3085,-97.671213,78723
6300 Manor/Reicher,30.30814,-97.672813,78723
6118 Manor/Walnut Hills,30.308097999999998,-97.67644399999999,78723
6102 Manor/Wheeless,30.307940999999996,-97.67819399999999,78723
5900 Manor/Sweeney,30.306590000000003,-97.68010100000001,78723
5700 Manor/Rogge,30.304709999999996,-97.68131,78723
Manor/Wellington,30.30115,-97.685058,78723
5100 Manor/51st,30.298362,-97.68701999999999,78723
Manor/Manor Circle,30.297014,-97.68771600000001,78723
4500 Manor/Lovell,30.29216,-97.689382,78723
3600 Manor/Pershing,30.289340000000003,-97.698275,78723
Manor/Anchor,30.287728,-97.701113,78723
2948 Manor/Banton,30.286111,-97.707942,78722
Manor/Randolph,30.285663,-97.710921,78722
Manor/Walnut,30.285159000000004,-97.714104,78722
2314 Manor/Maple,30.284671999999997,-97.717292,78722
Dean Keeton/French,30.284134,-97.72059499999999,78722
Dean Keeton/Dancy NE Corner,30.285272999999997,-97.722452,78722
400 S 1st/Riverside,30.259308,-97.749759,78704
500 S 1st/Barton Springs,30.258081,-97.750396,78704
614 South 1st/Barton Springs,30.256619,-97.751224,78704
1214 S 1st/Gibson,30.251662,-97.754362,78704
1720 S 1st/Annie,30.247569,-97.755862,78704
2112 S 1st/Live Oak,30.244645000000002,-97.757707,78704
2324 S 1st/Oltorf,30.242264000000002,-97.759614,78704
2522 S 1st/Herndon,30.239755,-97.761235,78704
2904 S 1st/Sacramento,30.236209000000002,-97.763482,78704
3014 S 1st/Peacock,30.234537,-97.764504,78704
3310 S 1st/Cardinal,30.232131,-97.766035,78704
3508 S 1st/Alpine,30.230904,-97.76678100000001,78704
3808 S 1st/Post Road,30.228459,-97.768348,78704
4104 S 1st/Ben White,30.225333000000003,-97.770328,78745
4220 S 1st/Clifford,30.223353000000003,-97.771567,78745
4326 S 1st/St Elmo,30.221255,-97.77289300000001,78745
4530 S 1st/Philco,30.218151000000002,-97.774823,78745
5000 S 1st/Emerald Wood,30.213437,-97.778077,78745
5400 S 1st/Arbor Circle,30.210434000000003,-97.780019,78745
6106 S 1st/Blueberry,30.202421,-97.784596,78745
6400 S 1st/Eberhart,30.200712,-97.78568299999999,78745
6502 S 1st/King Edward,30.199208000000002,-97.786609,78745
William Cannon/Cooper,30.198565000000002,-97.790913,78745
William Cannon/Emerald Forest,30.199334000000004,-97.79335400000001,78745
4400 Red River/44th,30.303378000000002,-97.72062,78751
4000 Red River/40th,30.298607,-97.72278299999999,78751
Red River/38th,30.295759999999998,-97.723443,78751
3100 Red River/32nd,30.290571999999997,-97.727389,78705
604 Barton Springs/1st,30.258710999999998,-97.750773,78704
710 Bouldin/Retama,30.257201000000002,-97.755051,78704
1006 Bouldin/Columbus,30.254688,-97.756456,78704
1316 Bouldin/Elizabeth,30.252322999999997,-97.757885,78704
1514 Bouldin/Monroe,30.250809000000004,-97.758737,78704
Bouldin/Annie,30.24878,-97.759825,78704
Annie/5th,30.249232,-97.761383,78704
1816 S 5th/Mary,30.248451,-97.762069,78704
5th/Cumberland,30.239990999999996,-97.766028,78704
1010 Cumberland/5th,30.240685,-97.767903,78704
2714 Raywood/Locke,30.240225,-97.769008,78704
2866 Raywood/Weathers,30.238767,-97.769729,78704
1003 Barton Skyway/Garden Villa,30.235922,-97.76952299999999,78704
3400 Garden Villa/Cardinal,30.234267,-97.77104399999999,78704
Garden Villa/South Center NW Corner,30.231869,-97.772554,78704
Garden Villa/Banister,30.229371,-97.77416099999999,78704
4402 Banister/Casey,30.225327000000004,-97.78108399999999,78745
Redd/Gillis,30.224111999999998,-97.783447,78745
Redd/Clawson,30.225828000000003,-97.78604,78745
1918 Redd/Menchaca,30.228227,-97.78918900000001,78745
Redd/Cactus,30.22897,-97.79075,78745
2222 Western Trails/Pack Saddle,30.230411,-97.793637,78745
2422 Western Trails/Roundup,30.229929,-97.79617900000001,78745
2554 Western Trails/Tejas Trail,30.230226000000002,-97.79767,78745
US 290/Mopac (Walmart),30.233365000000003,-97.82141999999999,78749
Western Trails/Roundup,30.229703999999998,-97.796366,78745
2001 Redd/Menchaca,30.228309000000003,-97.789635,78745
Redd/Russell,30.227114,-97.787154,78745
1301 Redd/Gillis,30.223675,-97.782793,78745
4309 Banister/Casey,30.225706,-97.780674,78704
Banister/Ben White SE Corner,30.227290000000004,-97.77963299999999,78745
Banister/Summer Oaks,30.229708000000002,-97.77799300000001,78704
3803 Garden Villa/Banister,30.230185,-97.773487,78704
Garden Villa/South Center,30.231689000000003,-97.772529,78704
3401 Garden Villa/Cardinal,30.234270000000002,-97.77089000000001,78704
1008 Barton Skyway/Locke,30.236266999999998,-97.769888,78704
2901 Raywood/Weathers,30.238522999999997,-97.769749,78704
2801 Raywood/Locke,30.239921000000002,-97.769036,78704
Cumberland/S. 5th,30.239818,-97.76617900000001,78704
S. 5th/Live Oak,30.2461,-97.763411,78704
1901 S 5th/Mary,30.248199,-97.762089,78704
Annie/Bouldin,30.248678,-97.759937,78704
1601 Bouldin/Monroe,30.250582,-97.758707,78704
1401 Bouldin/Elizabeth,30.252104,-97.757885,78704
1007 Bouldin/Columbus,30.254593,-97.756351,78704
703 Bouldin/Post Oak,30.257521,-97.754706,78704
501 Bouldin/Barton Springs,30.259371,-97.75351500000001,78704
215 Cesar Chavez/Lavaca,30.263819,-97.74636600000001,78701
3805 Red River/38th Half,30.296366,-97.723097,78705
3923 Red River/40th,30.298740999999996,-97.722544,78751
4309 Red River/44th,30.303319000000002,-97.720483,78751
Airport/52nd,30.312952000000003,-97.715184,78751
5315 Airport/53rd Half,30.314806,-97.714617,78751
5617 Airport/Koenig,30.318440000000002,-97.712869,78751
5815 Airport/Koenig,30.322861,-97.714898,78752
1003 Cesar Chavez/San Marcos,30.260385,-97.734196,78702
1403 Cesar Chavez/Navasota,30.25899,-97.73018,78702
1605 Cesar Chavez/Comal,30.258278999999998,-97.72815600000001,78702
Gardner/Jain Ln.,30.259882,-97.68163299999999,78721
1600 Cesar Chavez/Comal,30.25853,-97.72848,78702
1400 Cesar Chavez/Navasota,30.259225,-97.730508,78702
1200 Cesar Chavez/Waller,30.259911,-97.732463,78702
1000 Cesar Chavez/San Marcos,30.260578000000002,-97.73438,78702
3513 Jefferson/35th,30.308329999999998,-97.751132,78731
Bull Creek/39th,30.311658,-97.752215,78731
4419 Bull Creek/45th,30.320397999999997,-97.75347099999999,78731
5001 Bull Creek/Fresco,30.326565999999996,-97.749702,78731
2824 Hancock/Bull Creek,30.328576,-97.750935,78731
Hancock/Frances Place,30.329875,-97.753562,78731
3306 Hancock/Balcones,30.332741,-97.759601,78731
Balcones/Parkcrest,30.336139000000003,-97.75796,78731
6101 Balcones/Northland,30.34337,-97.75318,78731
6805 Wood Hollow/North Hills,30.350884000000004,-97.754614,78731
Wood Hollow/Far West NE Corner,30.35377,-97.75282,78731
7131 Wood Hollow/Far West,30.355387,-97.75180999999999,78731
3536 Greystone/Wood Hollow,30.358390000000004,-97.75135999999999,78731
3614 Greystone/Hart,30.35882,-97.75363,78731
7503 Mesa/Greystone,30.364990000000002,-97.76295,78731
Mesa/Myrick,30.368290000000002,-97.75910999999999,78731
8045 Mesa/Spicewood Springs,30.37133,-97.757205,78759
4039 Steck/Mesa,30.37404,-97.75497,78759
3933 Steck/Spicewood,30.373071000000003,-97.752995,78759
3813 Steck/Greenslope,30.372659999999996,-97.74893,78759
Steck/Forest Mesa,30.37077,-97.74685600000001,78759
3605 Steck/Forest Mesa,30.36958,-97.74562,78759
3519 Steck/Mopac,30.36875,-97.74387,78759
3305 Steck/Mopac,30.366743,-97.739675,78757
Rockwood/Steck,30.364359999999998,-97.73534000000001,78757
7920 Rockwood/Ashdale,30.360677000000003,-97.737737,78757
7921 Rockwood/Anderson,30.360840000000003,-97.73743,78757
Steck/Sandalwood,30.364974,-97.735546,78757
3400 Steck/Shoal Creek,30.366965000000004,-97.739674,78757
Steck/Mopac,30.368976,-97.743943,78759
Steck/Summerside,30.37058,-97.7466,78759
3822 Steck/Greenslope,30.37292,-97.74916999999999,78759
3924 Steck/Spicewood,30.373226000000003,-97.75297900000001,78759
8140 Mesa/Steck,30.37377,-97.756008,78759
8038 Mesa/Spicewood Springs,30.371,-97.75759000000001,78759
3807 Greystone/Chimney Corners,30.36082,-97.75738,78731
3615 Greystone/Hart,30.35865,-97.75363,78731
7400 Wood Hollow/Greystone,30.35775,-97.75079000000001,78731
7200 Wood Hollow/Greystone,30.35517,-97.75214,78731
Wood Hollow/Far West NW Corner,30.3536,-97.75310999999999,78731
6714 Wood Hollow/Far West,30.35077,-97.75486,78731
North Hills/Valleyside SE Corner,30.348809999999997,-97.75376999999999,78731
5758 Balcones/Hart,30.339599,-97.75579300000001,78731
3313 Hancock/Balcones,30.332659000000003,-97.7597,78731
Hancock/Valley Oak,30.331464,-97.75715,78731
Hancock/West Frances Place,30.329565999999996,-97.753292,78731
2825 Hancock/Fresco,30.328059999999997,-97.75024,78731
Bull Creek/Hancock,30.327267,-97.74943499999999,78731
4748 Bull Creek/49th,30.324792,-97.750945,78731
4700 Bull Creek/Perry,30.323210999999997,-97.75192,78731
4318 Bull Creek/44th,30.318162,-97.755038,78731
4220 Bull Creek/Jackson,30.316658,-97.754834,78731
Bull Creek/38th,30.311138,-97.75205799999999,78731
3604 Bull Creek/Jefferson,30.309399,-97.75095400000001,78731
Health Center WB,30.252658,-97.73424200000001,78702
59 Waller/Holly,30.256190000000004,-97.73425999999999,78702
6th/Guadalupe,30.269078999999998,-97.746086,78701
842 6th/Wood,30.270962,-97.752215,78703
6th/Baylor,30.271955,-97.754879,78703
1208 6th/Harthan,30.273061,-97.757846,78703
6th/Pressler,30.273934999999998,-97.760118,78703
6th/West Lynn,30.274835999999997,-97.762509,78703
Veterans/Atlanta,30.276121000000003,-97.771658,78703
Lake Austin/7th,30.282319,-97.77605799999999,78703
Exposition/10th,30.285795,-97.77499399999999,78703
Exposition/12th,30.28766,-97.773815,78703
Exposition/Enfield SE Corner,30.290414000000002,-97.77208900000001,78703
35th/Jefferson,30.30776,-97.7519,78731
35th/Crawford,30.307129999999997,-97.74927,78731
1301 W 38th/Tonkawa,30.306459999999998,-97.74609,78705
38th/Medical Parkway,30.305322999999998,-97.74376,78705
2900 Guadalupe/29th,30.295655,-97.742752,78705
307 Dean Keeton/San Jacinto,30.289202000000003,-97.734866,78705
701 Dean Keeton/San Jacinto,30.289092999999998,-97.73154,78705
Dean Keeton/Robert Dedman,30.28783,-97.728643,78705
1101 38th Half/Robinson,30.294337,-97.71870799999999,78722
1405 38th Half/Clarkson,30.2927,-97.71574,78722
38th 1/2 /Cherrywood,30.291308,-97.713951,78722
Cherrywood/32nd,30.286857,-97.716876,78722
Lafayette/Manor,30.283896999999996,-97.72223100000001,78722
2012 Chicon/21st,30.281539000000002,-97.72167900000001,78722
1810 Chicon/Martin Luther King,30.279458,-97.721226,78702
Chicon/16th,30.276889,-97.720647,78702
Chicon/13th,30.274873,-97.72021600000001,78702
1196 Chicon/12th,30.273484000000003,-97.71992,78702
Chicon/New York,30.272537,-97.719729,78702
1150 Chicon/Rosewood,30.269775,-97.719137,78702
Chicon/Cornell,30.268434000000003,-97.719497,78702
Chicon/11th,30.266178000000004,-97.72055300000001,78702
900 Chicon (Huston-Tillotson),30.264536,-97.721293,78702
700 Chicon/7th,30.262760999999998,-97.722107,78702
314 Chicon/4th,30.259509,-97.723601,78702
206 Chicon/2nd,30.258414000000002,-97.724115,78702
1700 Holly/Chalmers,30.25422,-97.72813199999999,78702
1600 Holly/Comal,30.254921000000003,-97.730153,78702
1400 Holly/Navasota,30.255619,-97.732075,78702
45 Waller/Clermont,30.254853000000004,-97.73485500000001,78702
1401 Holly/Navasota,30.255457,-97.73204,78702
1511 Holly/Comal,30.254888,-97.730453,78702
1631 Holly/Chalmers,30.254178999999997,-97.72845799999999,78702
311 Chicon/4th,30.259493,-97.723477,78702
613 Chicon/7th,30.262273999999998,-97.722189,78702
807 Chicon (Huston-Tillotson),30.263956,-97.721408,78702
Chicon/College Row,30.265511,-97.720676,78702
Chicon/Hamilton,30.267474,-97.719768,78702
1143a Chicon/Cornell,30.269044,-97.71905799999999,78702
1155 Chicon/Rosewood,30.270126,-97.719064,78702
Chicon/Pennsylvania,30.271659999999997,-97.719385,78702
1197 Chicon/12th,30.273559000000002,-97.719788,78702
Chicon/14th,30.27565,-97.720224,78702
Chicon/17th,30.2777,-97.72068,78702
1817 Chicon/Martin Luther King,30.279657,-97.72111600000001,78702
2103 Chicon/21st,30.282120000000003,-97.721643,78722
1602 38th Half/Maplewood,30.29213,-97.71425,78722
920 Dean Keeton/Red River,30.287578999999997,-97.727345,78705
Dean Keeton/Speedway NE Corner,30.289563,-97.73662900000001,78705
38th/Bailey,30.306256,-97.745209,78756
1512 35th/Kerbey,30.30722,-97.75014,78731
35th/Lawton,30.308197999999997,-97.752801,78731
35th/Jackson,30.308822999999997,-97.75570400000001,78731
2300 W 35th/Mopac,30.309568,-97.75997199999999,78703
2211 Lake Austin/Veterans,30.277379999999997,-97.77136999999999,78703
5th/Pressler,30.272678000000003,-97.76093399999999,78703
5th/Baylor,30.270977000000002,-97.75640600000001,78703
5th/Bowie,30.269522,-97.752626,78703
5th/West,30.26926,-97.75113,78703
5th/Nueces,30.268672,-97.748979,78701
5th/San Antonio,30.26835,-97.74792,78701
5th/Guadalupe,30.268054,-97.74679,78701
Barton Springs/Barton,30.263834000000003,-97.763936,78704
1619 Barton Springs/Kinney,30.262396999999996,-97.762236,78704
911 Barton Springs/Bouldin,30.25961,-97.753924,78704
910 Barton Springs/Bouldin,30.259787,-97.753879,78704
1218 Barton Springs/Lee Barton,30.260734999999997,-97.757225,78704
1718 Barton Springs/Kinney,30.263215000000002,-97.762789,78704
Woodward/Parker SW Corner,30.219261,-97.743912,78741
South 1st/Ben White,30.227120000000003,-97.769607,78704
1228 Ben White/Banister,30.228181,-97.778886,78704
Ben White/Clawson,30.228725,-97.78379100000001,78704
Walsh Tarlton/Twin Berry,30.26264,-97.80853499999999,78746
1701 Walsh Tarlton/Thousand Oaks,30.266527000000004,-97.80608199999999,78746
1501 Walsh Tarlton/Terrapin,30.268379,-97.804908,78746
1019 Walsh Tarlton/Wilderness,30.272569,-97.801467,78746
Spyglass/Barton Skyway,30.258128999999997,-97.787481,78746
1871 Barton Springs/Azie Morton,30.264484999999997,-97.764399,78704
2220 Barton Springs (Zilker),30.268347,-97.772808,78746
2500 Wallingwood/Bee Caves,30.264934000000004,-97.782988,78746
1500 Walsh Tarlton/Terrapin,30.268486,-97.805071,78746
1614 Walsh Tarlton/Thousand Oaks,30.266895,-97.806086,78746
1916 Walsh Tarlton/Stoneridge,30.264390000000002,-97.807634,78746
Walsh Tarlton/Tamarron,30.261559000000002,-97.80944000000001,78746
4401 Pack Saddle Pass/Ben White,30.231016999999998,-97.792022,78745
1901 Ben White/Merle,30.229072,-97.787515,78745
Ben White/Gillis,30.227404999999997,-97.781573,78704
1301 Ben White/Banister,30.227363,-97.779907,78704
2410 Grove/Montopolis,30.220474,-97.707258,78741
2800 Montopolis/Oltorf,30.216403999999997,-97.709274,78741
6100 Oltorf/Montopolis,30.216576,-97.713186,78741
5500 Oltorf (Attorney General),30.219068,-97.718317,78741
5300 Oltorf/Alvin Devane,30.219811,-97.71986600000001,78741
4820 Oltorf/Sunridge,30.223369,-97.722336,78741
2400 Oltorf/Pleasant Valley,30.228981,-97.729647,78741
1900 Oltorf/Burton,30.231313,-97.73530799999999,78741
1730 Oltorf/Parker,30.232591999999997,-97.737362,78741
1616 E Oltorf,30.233502,-97.739665,78741
1300 Oltorf/Schriber,30.23465,-97.74353,78704
1100 Oltorf/Schriber,30.235895000000003,-97.745863,78704
512 Oltorf/Rebel,30.237484000000002,-97.751288,78704
526 Oltorf/1st,30.242137,-97.759362,78704
910 Oltorf/ South 4th,30.243574,-97.76374799999999,78704
2330 Lamar/Goodrich,30.247258000000002,-97.776176,78704
Oltorf West Station (NB),30.248023999999997,-97.77101400000001,78704
1401 Oltorf/Thornton,30.246668,-97.76939499999999,78704
905 Oltorf/ South 5th,30.243370000000002,-97.76355699999999,78704
539 Oltorf/1st,30.241846999999996,-97.759236,78704
643 Oltorf/East Side,30.236659999999997,-97.74904000000001,78704
2503 Oltorf/Pleasant Valley,30.2275,-97.728071,78741
4527 Oltorf/Wickersham,30.225638,-97.72456600000001,78741
4809 Oltorf/Sunridge,30.223249,-97.72253,78741
5413 Oltorf/Alvin Devane,30.21916,-97.71897299999999,78741
6001 Oltorf/Alvin Devane,30.217484999999996,-97.71550400000001,78741
6101 Oltorf/Alvin Devane,30.216271999999996,-97.71299,78741
2421 Grove/Montopolis,30.220578999999997,-97.70705699999999,78741
Grove/Riverside,30.228216999999997,-97.70704599999999,78741
6701 Wentworth/Loyola,30.293253000000004,-97.631316,78724
Loyola/Colony Loop,30.298092999999998,-97.64259200000001,78724
Colony Park/Loyola,30.298759999999998,-97.64461999999999,78724
6714 Loyola/Sandshof,30.299246999999998,-97.64583499999999,78724
5600 Loyola/Millrace,30.303051,-97.657759,78724
3300 Loyola/Kings Point,30.311577000000003,-97.669075,78723
2900 Loyola/Tulsa,30.314190999999997,-97.673126,78723
2400 Loyola/Roanoke,30.318413,-97.678508,78723
6800 Northeast/Loyola,30.317815000000003,-97.680764,78723
6502 Northeast/North Hampton,30.315093,-97.681362,78723
2006 Gaston Place/Wellington,30.312628999999998,-97.688711,78723
1500 Briarcliff/Belfast,30.315083,-97.694414,78723
5900 Cameron/Clayton,30.317046,-97.70010400000001,78723
5700 Cameron/Reinli,30.315549,-97.701918,78723
5420 Cameron/Corona,30.312939,-97.70529300000001,78723
4120 IH 35/Clarkson,30.299501,-97.717117,78751
500 Lamar/5th,30.270539000000003,-97.754587,78703
220 Lamar/Toomey,30.2631,-97.757876,78704
Lamar Square Station (SB),30.254493,-97.762566,78704
2008 Lamar/Hether,30.249289,-97.767901,78704
Oltorf West Station (SB),30.248028,-97.77175600000001,78704
2638 Lamar/Dickson,30.245471000000002,-97.779927,78704
3000 Lamar/Barton Skyway,30.243185999999998,-97.783077,78704
Brodie Oaks Station (SB),30.236571,-97.792508,78704
4608 West Gate/Lamar,30.230471,-97.800924,78745
4900 West Gate/Choctaw Trail,30.227304999999998,-97.802541,78745
5012 West Gate/Jones,30.225819,-97.803849,78745
5306 West Gate/Indio,30.223145000000002,-97.805582,78745
West Gate/Cherry Creek NW Corner,30.219202000000003,-97.80711099999999,78745
6010 West Gate/Cherry Creek,30.216907,-97.81104599999999,78745
6402 West Gate/Dillion Hill,30.21316,-97.81506999999999,78745
West Gate/Deaton Hill NW Corner,30.210896,-97.814594,78745
6808 West Gate/William Cannon,30.208321,-97.814818,78745
7700 West Gate/Goldbridge,30.199403999999998,-97.82211600000001,78745
7405 West Gate/Grennock,30.201921000000002,-97.818402,78745
West Gate/Berkeley SE Corner,30.208626000000002,-97.814361,78745
West Gate/Aldford SE Corner,30.210706,-97.814332,78745
West Gate/Cornish SE Corner,30.212936,-97.814835,78745
6101 West Gate/Berkett,30.216251,-97.812864,78745
5907 West Gate/Coatbridge,30.217388,-97.809397,78745
5101 West Gate/Jones,30.225438,-97.803848,78745
Brodie Oaks Station (NB),30.23595,-97.792633,78704
2801 Lamar/Menchaca,30.244014,-97.781577,78704
Cameron/52nd,30.309887,-97.70885799999999,78723
Cameron/Broadmoor,30.311881,-97.706361,78723
Cameron/Corona,30.313184999999997,-97.704679,78723
5913 Cameron/Briarcliff,30.317126000000002,-97.699679,78723
Briarcliff/Nassau,30.316544,-97.697807,78723
1503 Briarcliff/Belfast,30.314906,-97.694362,78723
1941 Gaston Place/Wellington,30.312416,-97.68864599999999,78723
6210 North Hampton/Haney,30.312835999999997,-97.683749,78723
6311 North Hampton/Bristol,30.313627,-97.681795,78723
6801 Northeast/Lehigh,30.317657,-97.680661,78723
Loyola/Northeast,30.318399,-97.679735,78723
2705 Loyola/Willamette,30.315604999999998,-97.67470300000001,78723
2803 Loyola/Tulsa,30.314189000000002,-97.673348,78723
3115 Loyola/Tampa Cove,30.312046999999996,-97.670377,78723
5007 Loyola/Greensboro,30.306534000000003,-97.665444,78723
5213 Loyola/Bridgewater,30.304699,-97.664109,78723
6725 Loyola/Sandshof,30.298646999999995,-97.64518100000001,78724
Loyola/Cielo Vista,30.297837,-97.642748,78724
Northland/Marilyn,30.334546000000003,-97.751832,78731
Allandale/Shoalwood,30.33515,-97.7431,78756
Allandale/Burnet SW Corner,30.334740000000004,-97.74006999999999,78756
1601 Koenig/Arroyo Seco,30.332402000000002,-97.734922,78756
1317 Koenig/Woodrow,30.33063,-97.731225,78756
1205 Koenig/Grover,30.329871,-97.729641,78756
Koenig/Guadalupe SW Corner,30.323488,-97.724021,78751
111 Koenig/Avenue F,30.321928000000003,-97.71876400000001,78752
1101 Camino La Costa/La Posada,30.324081,-97.698549,78752
Camino La Costa/Atkinson,30.324264000000003,-97.695355,78752
7605 Cameron/Anderson,30.331463,-97.686986,78752
1476 Rutherford/Cameron,30.337940000000003,-97.68431,78753
1601 Rutherford/Cameron,30.33645,-97.68178,78754
1823 Centre Creek/Centre Park,30.336403999999998,-97.67649300000001,78754
1706 Centre Creek/Cross Park,30.33623,-97.67771,78754
8004 Cameron/Rutherford,30.33555,-97.68456,78753
7606 Cameron/Anderson,30.331229999999998,-97.68753000000001,78752
7400 Cameron/McKie,30.329209999999996,-97.69045,78752
1206 Camino La Costa/Grand Canyon,30.324279999999998,-97.69614,78752
1044 Camino La Costa/Calidad,30.324679999999997,-97.69930500000001,78752
200 Koenig/Avenue F,30.32198,-97.718379,78752
1120 Koenig/Grover,30.330053999999997,-97.729724,78757
1316 Koenig/Woodrow,30.330909000000002,-97.731445,78757
Koenig/Burnet NE Corner,30.334822999999997,-97.739641,78757
Allandale/Woodview,30.33547,-97.74381,78756
2608 Allandale/Cary,30.335520000000002,-97.74691999999999,78757
Northland/Bullard,30.334559999999996,-97.75026,78757
Northland/Balcones,30.337707,-97.75675,78731
1901 Blue Meadow/Bluff Springs,30.183426,-97.768629,78744
6805 Meadow Lake/Bucks Run,30.179042,-97.75308299999999,78744
6601 Meadow Lake/William Cannon,30.180708000000003,-97.75027800000001,78744
Stassney/Spoke,30.193534000000003,-97.75551999999999,78744
2006 Stassney/Ponciana,30.194941999999998,-97.757865,78744
1706 Stassney/IH 35,30.197437,-97.76164399999999,78744
3107 Red River/32nd,30.290665,-97.727112,78705
2005 Stassney/Ponciana,30.195032,-97.758297,78744
2433 Stassney/Palo Blanco,30.193568,-97.749836,78744
6608 Meadow Lake/William Cannon,30.180618,-97.750504,78744
6806 Meadow Lake/Bucks Run,30.179146999999997,-97.753231,78744
4412 Blue Meadow/Deep Circle,30.179721999999998,-97.758433,78744
2418 Blue Meadow/Bitteroot,30.1804,-97.761152,78744
1900 Blue Meadow/Bluff Springs,30.183658,-97.768765,78744
300 15th/San Jacinto,30.276325,-97.736917,78701
Rundberg/Parkfield,30.36768,-97.70662,78758
Quail Valley/Quail Hutch,30.377879999999998,-97.70795,78758
1612 Mearns Meadow/Quail Valley,30.378890000000002,-97.70653,78758
1720 Mearns Meadow/Robinwood,30.38059,-97.70824,78758
1906 Mearns Meadow/Little Pebble,30.38301,-97.71094000000001,78758
10623 Metric/Denton,30.385965000000002,-97.711828,78758
11001 Metric/Kramer,30.389321999999996,-97.709956,78758
11301 Metric/Braker,30.392761,-97.707868,78758
12195 Metric/Cedar Bend,30.408110999999998,-97.696895,78758
12301 Lamplight Village/Metric,30.411106,-97.695672,78758
12460 Lamplight Village/Alderbrook,30.415114000000003,-97.6965,78758
Lamplight Village/Metric NW Corner,30.41085,-97.695734,78758
12166 Metric/Cedar Bend,30.407778999999998,-97.69727900000001,78758
11510 Metric/Stonehollow,30.39488,-97.706822,78758
11212 Metric/Braker,30.391795000000002,-97.70878499999999,78758
Metric/Boyer,30.3836,-97.71304,78758
1907 Mearns Meadow/Little Pebble,30.38291,-97.7111,78758
1611 Mearns Meadow/Quail Valley,30.37867,-97.70659,78758
1601 Rutland/Mountain Quail,30.371209000000004,-97.709678,78758
1129 Rundberg/Quail Wood,30.366365000000002,-97.70407,78758
Rundberg/Collinfield,30.36529,-97.701797,78758
831 Rundberg/Quail Field,30.3637,-97.69848,78753
